source,target,weight
B001275,O000019,2
B001275,F000474,2
B001275,W000806,2
B001275,H001096,2
B001275,M001219,1
B001275,H001095,1
B001275,W000828,1
B001275,R000395,1
B001275,C001133,1
B001275,F000469,1
B001275,G000596,1
B001275,C001051,1
B001275,C001126,1
J000295,O000086,1
C001053,O000086,1
O000086,W000809,1
L000569,O000086,1
G000592,O000086,2
L000491,O000086,1
M001224,O000086,1
O000086,W000828,1
O000086,R000395,1
C001133,O000086,1
J000295,M001194,1
C001053,M001194,1
G000592,M001194,1
L000491,M001194,1
M001194,O000019,1
F000474,M001194,1
M001194,M001219,1
H001095,M001194,1
M001194,R000395,1
C001133,M001194,1
G000596,M001194,1
C001116,J000295,1
C001053,C001116,1
C001116,G000592,1
C001116,L000491,1
C001116,M001224,1
C001116,O000019,1
C001116,F000474,1
C001116,M001219,1
C001116,H001095,1
C001116,W000828,1
C001116,R000395,1
C001116,C001133,1
C001116,G000596,2
C001116,C001126,1
B001302,J000295,1
G000546,J000295,1
C001053,J000295,1
E000298,J000295,1
G000558,J000295,1
H001082,J000295,1
J000295,W000798,1
J000295,M001212,1
J000295,J000302,1
J000295,T000480,1
J000295,L000589,1
D000615,J000295,1
G000594,J000295,1
J000295,V000133,1
J000295,S001224,1
J000295,V000129,1
G000595,J000295,1
J000295,S001214,1
J000295,W000809,1
H001052,J000295,1
J000295,R000103,1
H001077,J000295,1
J000295,R000609,1
J000295,L000569,1
H001058,J000295,1
F000471,J000295,1
C001108,J000295,1
H001091,J000295,1
G000592,J000295,1
J000295,L000491,1
C001114,J000295,1
J000295,R000612,1
J000295,W000815,1
J000295,S001220,1
J000295,M001224,1
J000295,O000019,1
F000474,J000295,1
B001282,J000295,1
E000235,J000295,1
J000295,Z000018,1
B001298,J000295,1
J000295,J000299,1
J000295,W000806,1
H001096,J000295,1
J000295,M001219,1
F000446,J000295,1
C001132,J000295,1
J000295,O000175,1
J000295,L000578,1
J000295,M001136,1
A000379,J000295,1
F000478,J000295,1
H001095,J000295,1
J000295,T000478,1
J000295,W000828,1
J000295,L000603,1
E000246,J000295,1
J000295,W000814,1
G000589,J000295,1
J000295,L000600,1
H001093,J000295,1
D000632,J000295,1
G000590,J000295,1
J000295,Y000067,1
B000740,J000295,1
J000295,W000816,1
F000470,J000295,1
J000295,R000395,1
D000594,J000295,1
J000295,L000596,1
J000295,S001172,1
C001129,J000295,1
J000295,M001211,1
J000295,S001222,1
B001299,J000295,1
C000059,J000295,1
C001133,J000295,1
F000472,J000295,1
F000469,J000295,1
F000459,J000295,1
G000596,J000295,1
J000295,M001204,1
J000295,T000165,1
J000295,R000603,1
A000372,J000295,1
J000295,N000026,1
C001051,J000295,1
B001314,J000295,1
C001126,J000295,1
B001316,J000295,1
B001302,C001053,1
B001302,G000592,1
B001302,L000491,1
B001302,O000019,1
B001302,M001219,1
B001302,R000395,1
B001302,C001133,1
C001053,G000546,1
G000546,G000595,1
G000546,W000809,1
G000546,R000103,1
G000546,L000569,1
G000546,G000592,1
G000546,L000491,1
G000546,M001224,1
G000546,O000019,1
F000474,G000546,1
G000546,W000806,1
G000546,H001096,1
G000546,M001219,1
G000546,H001095,1
G000546,W000828,1
G000546,R000395,1
C001133,G000546,1
F000469,G000546,1
G000546,G000596,1
C001051,G000546,1
C001126,G000546,1
C001053,E000298,1
C001053,G000558,1
C001053,H001082,1
C001053,W000798,1
C001053,M001212,1
C001053,J000302,1
C001053,T000480,1
C001053,L000589,1
C001053,D000615,1
C001053,G000594,1
C001053,V000133,1
C001053,S001224,1
C001053,V000129,1
C001053,G000595,1
C001053,S001214,1
C001053,W000809,1
C001053,H001052,1
C001053,R000103,1
C001053,H001077,1
C001053,R000609,1
C001053,L000569,1
C001053,H001058,1
C001053,F000471,1
C001053,C001108,1
C001053,H001091,1
C001053,G000592,1
C001053,L000491,1
C001053,C001114,1
C001053,R000612,1
C001053,W000815,1
C001053,S001220,1
C001053,M001224,1
C001053,O000019,1
C001053,F000474,1
B001282,C001053,1
C001053,E000235,1
C001053,Z000018,1
B001298,C001053,1
C001053,J000299,1
C001053,W000806,1
C001053,H001096,1
C001053,M001219,1
C001053,F000446,1
C001053,C001132,1
C001053,O000175,1
C001053,L000578,1
C001053,M001136,1
A000379,C001053,1
C001053,F000478,1
C001053,H001095,1
C001053,T000478,1
C001053,W000828,1
C001053,L000603,1
C001053,E000246,1
C001053,W000814,1
C001053,G000589,1
C001053,L000600,1
C001053,H001093,1
C001053,D000632,1
C001053,G000590,1
C001053,Y000067,1
B000740,C001053,1
C001053,W000816,1
C001053,F000470,1
C001053,R000395,1
C001053,D000594,1
C001053,L000596,1
C001053,S001172,1
C001053,C001129,1
C001053,M001211,1
C001053,S001222,1
B001299,C001053,1
C000059,C001053,1
C001053,C001133,1
C001053,F000472,1
C001053,F000469,1
C001053,F000459,1
C001053,G000596,1
C001053,M001204,1
C001053,T000165,1
C001053,R000603,1
A000372,C001053,1
C001053,N000026,1
C001051,C001053,1
B001314,C001053,1
C001053,C001126,1
B001316,C001053,1
E000298,G000592,1
E000298,L000491,1
E000298,O000019,1
E000298,F000474,1
E000298,M001219,1
E000298,H001095,1
E000298,R000395,1
C001133,E000298,1
E000298,G000596,1
G000558,G000592,1
G000558,L000491,1
G000558,M001224,1
G000558,M001219,1
G000558,W000828,1
G000558,R000395,1
C001133,G000558,1
H001082,L000569,1
G000592,H001082,1
H001082,L000491,1
H001082,M001219,1
H001082,R000395,1
C001133,H001082,1
W000798,W000809,1
R000103,W000798,1
G000592,W000798,1
L000491,W000798,1
M001224,W000798,1
O000019,W000798,1
F000474,W000798,1
H001096,W000798,1
M001219,W000798,1
H001095,W000798,1
W000798,W000828,1
R000395,W000798,1
C001133,W000798,1
G000596,W000798,2
C001051,W000798,2
C001126,W000798,1
M001212,W000809,1
G000592,M001212,2
L000491,M001212,1
M001212,M001224,1
F000474,M001212,2
M001212,W000828,1
M001212,R000395,1
C001133,M001212,1
G000596,M001212,2
C001051,M001212,2
C001126,M001212,1
J000302,W000809,1
G000592,J000302,1
J000302,L000491,1
J000302,M001224,1
J000302,O000019,1
J000302,R000395,1
C001133,J000302,1
G000592,T000480,1
L000491,T000480,1
M001224,T000480,1
O000019,T000480,1
F000474,T000480,1
M001219,T000480,1
H001095,T000480,1
T000480,W000828,1
R000395,T000480,1
G000596,T000480,1
C001126,T000480,1
G000592,L000589,2
L000491,L000589,1
L000589,M001224,1
L000589,O000019,2
L000589,R000395,1
D000615,G000592,2
D000615,L000491,1
D000615,O000019,2
D000615,M001219,1
D000615,R000395,1
G000594,W000809,1
G000594,R000103,1
G000592,G000594,2
G000594,L000491,1
G000594,O000019,2
F000474,G000594,2
G000594,H001096,2
G000594,M001219,1
G000594,H001095,1
G000594,W000828,1
G000594,R000395,1
C001133,G000594,1
G000594,G000596,1
C001051,G000594,1
C001126,G000594,1
V000133,W000809,1
L000569,V000133,1
G000592,V000133,1
L000491,V000133,1
M001224,V000133,1
O000019,V000133,1
V000133,W000806,1
M001219,V000133,1
V000133,W000828,1
R000395,V000133,1
C001133,V000133,1
C001051,V000133,1
S001224,W000809,1
G000592,S001224,1
L000491,S001224,1
M001224,S001224,1
O000019,S001224,1
M001219,S001224,1
S001224,W000828,1
R000395,S001224,1
C001133,S001224,1
G000595,V000129,2
R000103,V000129,1
L000569,V000129,1
G000592,V000129,2
L000491,V000129,1
F000474,V000129,2
V000129,W000806,2
H001096,V000129,2
M001219,V000129,3
H001095,V000129,1
R000395,V000129,1
F000469,V000129,1
G000596,V000129,1
C001051,V000129,1
G000595,H001058,1
C001108,G000595,1
G000592,G000595,2
G000595,L000491,1
C001114,G000595,1
G000595,S001220,2
G000595,M001224,1
G000595,O000019,2
B001282,G000595,1
B001298,G000595,1
G000595,M001219,1
G000595,L000578,2
A000379,G000595,1
F000478,G000595,1
G000595,W000828,1
E000246,G000595,2
G000595,H001093,1
D000632,G000595,1
B000740,G000595,1
G000595,R000395,1
G000595,S001172,1
C001133,G000595,1
G000595,M001204,1
G000595,N000026,2
B001314,G000595,1
S001214,W000809,1
L000569,S001214,1
G000592,S001214,2
L000491,S001214,1
O000019,S001214,2
S001214,W000806,2
M001219,S001214,1
R000395,S001214,1
C001133,S001214,1
H001077,W000809,1
L000569,W000809,1
F000471,W000809,1
H001091,W000809,1
G000592,W000809,1
L000491,W000809,1
C001114,W000809,1
R000612,W000809,1
W000809,W000815,1
S001220,W000809,1
M001224,W000809,1
O000019,W000809,1
F000474,W000809,1
E000235,W000809,1
W000809,Z000018,1
B001298,W000809,1
J000299,W000809,1
M001219,W000809,1
F000446,W000809,1
C001132,W000809,1
L000578,W000809,2
M001136,W000809,1
A000379,W000809,1
F000478,W000809,1
H001095,W000809,1
W000809,W000828,1
E000246,W000809,1
G000589,W000809,1
L000600,W000809,1
H001093,W000809,1
D000632,W000809,1
W000809,Y000067,1
B000740,W000809,1
W000809,W000816,1
F000470,W000809,1
R000395,W000809,1
S001222,W000809,1
C001133,W000809,1
F000472,W000809,1
G000596,W000809,1
M001204,W000809,1
T000165,W000809,1
R000603,W000809,1
A000372,W000809,1
N000026,W000809,1
B001314,W000809,1
B001316,W000809,1
G000592,H001052,1
H001052,L000491,1
H001052,M001224,1
H001052,O000019,1
H001052,M001219,1
H001052,W000828,1
H001052,R000395,1
C001133,H001052,1
L000569,R000103,1
G000592,R000103,1
L000491,R000103,1
R000103,W000815,1
R000103,S001220,1
M001224,R000103,1
E000235,R000103,1
B001298,R000103,1
F000446,R000103,1
L000578,R000103,2
M001136,R000103,1
A000379,R000103,1
F000478,R000103,1
R000103,W000828,1
E000246,R000103,1
L000600,R000103,1
H001093,R000103,1
D000632,R000103,1
R000103,Y000067,1
B000740,R000103,1
R000103,R000395,1
R000103,S001222,1
C001133,R000103,1
F000472,R000103,1
M001204,R000103,1
R000103,R000603,1
A000372,R000103,1
N000026,R000103,1
B001314,R000103,1
B001316,R000103,1
H001077,L000569,1
G000592,H001077,1
H001077,L000491,1
H001077,M001224,1
H001077,O000019,1
H001077,W000806,1
H001077,M001219,1
H001077,W000828,1
H001077,R000395,1
C001051,H001077,1
G000592,R000609,1
L000491,R000609,1
M001224,R000609,1
O000019,R000609,1
M001219,R000609,1
H001095,R000609,1
R000609,W000828,1
R000395,R000609,1
C001126,R000609,1
H001058,L000569,1
C001108,L000569,1
H001091,L000569,1
G000592,L000569,1
L000491,L000569,1
C001114,L000569,1
L000569,S001220,1
L000569,M001224,1
L000569,O000019,1
F000474,L000569,1
B001282,L000569,1
L000569,Z000018,1
B001298,L000569,1
J000299,L000569,1
H001096,L000569,1
L000569,M001219,1
L000569,L000578,1
L000569,M001136,1
A000379,L000569,1
F000478,L000569,1
H001095,L000569,1
L000569,T000478,1
L000569,W000828,1
L000569,L000603,1
E000246,L000569,1
G000589,L000569,1
H001093,L000569,1
D000632,L000569,1
G000590,L000569,1
L000569,Y000067,1
B000740,L000569,1
L000569,R000395,1
D000594,L000569,1
L000569,L000596,1
L000569,S001172,1
C001129,L000569,1
L000569,S001222,1
C000059,L000569,1
C001133,L000569,1
F000472,L000569,1
G000596,L000569,1
L000569,M001204,1
L000569,N000026,1
C001051,L000569,1
B001314,L000569,1
C001126,L000569,1
B001316,L000569,1
G000592,H001058,1
H001058,L000491,1
H001058,M001224,1
H001058,O000019,1
F000474,H001058,1
H001058,M001219,1
H001058,H001095,1
H001058,W000828,1
H001058,R000395,1
C001133,H001058,1
G000596,H001058,1
C001126,H001058,1
F000471,G000592,2
F000471,L000491,1
F000471,M001224,1
F000471,O000019,2
F000471,R000395,1
C001133,F000471,1
C001051,F000471,1
C001108,G000592,1
C001108,L000491,1
C001108,M001224,1
C001108,F000474,1
C001108,M001219,1
C001108,H001095,1
C001108,W000828,1
C001108,R000395,1
C001108,C001133,1
C001108,G000596,2
G000592,H001091,2
H001091,L000491,1
H001091,M001224,1
H001091,O000019,2
H001091,W000806,2
H001091,M001219,1
H001091,W000828,1
H001091,R000395,1
C001133,H001091,1
C001051,H001091,1
G000592,L000491,1
C001114,G000592,1
G000592,R000612,1
G000592,W000815,2
G000592,S001220,1
G000592,M001224,1
G000592,O000019,2
F000474,G000592,2
B001282,G000592,1
E000235,G000592,1
G000592,Z000018,1
B001298,G000592,1
G000592,J000299,2
G000592,W000806,2
G000592,H001096,2
G000592,M001219,1
F000446,G000592,1
C001132,G000592,1
G000592,O000175,1
G000592,L000578,1
G000592,M001136,1
A000379,G000592,1
F000478,G000592,1
G000592,H001095,1
G000592,T000478,2
G000592,W000828,1
G000592,L000603,2
E000246,G000592,2
G000592,W000814,1
G000589,G000592,1
G000592,L000600,1
G000592,H001093,1
D000632,G000592,1
G000590,G000592,1
G000592,Y000067,1
B000740,G000592,1
G000592,W000816,1
F000470,G000592,1
G000592,R000395,1
D000594,G000592,2
G000592,L000596,1
G000592,S001172,1
C001129,G000592,1
G000592,M001211,1
G000592,S001222,1
B001299,G000592,1
C000059,G000592,1
C001133,G000592,1
F000472,G000592,1
F000469,G000592,1
F000459,G000592,1
G000592,G000596,1
G000592,M001204,1
G000592,T000165,1
G000592,R000603,1
A000372,G000592,1
G000592,N000026,1
C001051,G000592,1
B001314,G000592,1
C001126,G000592,1
B001316,G000592,1
C001114,L000491,1
L000491,R000612,1
L000491,W000815,1
L000491,S001220,1
L000491,M001224,1
L000491,O000019,1
F000474,L000491,1
B001282,L000491,1
E000235,L000491,1
L000491,Z000018,1
B001298,L000491,1
J000299,L000491,1
L000491,W000806,1
H001096,L000491,1
L000491,M001219,1
F000446,L000491,1
C001132,L000491,1
L000491,O000175,1
L000491,L000578,1
L000491,M001136,1
A000379,L000491,1
F000478,L000491,1
H001095,L000491,1
L000491,T000478,1
L000491,W000828,1
L000491,L000603,1
E000246,L000491,1
L000491,W000814,1
G000589,L000491,1
L000491,L000600,1
H001093,L000491,1
D000632,L000491,1
G000590,L000491,1
L000491,Y000067,1
B000740,L000491,1
L000491,W000816,1
F000470,L000491,1
L000491,R000395,1
D000594,L000491,1
L000491,L000596,1
L000491,S001172,1
C001129,L000491,1
L000491,M001211,1
L000491,S001222,1
B001299,L000491,1
C000059,L000491,1
C001133,L000491,1
F000472,L000491,1
F000469,L000491,1
F000459,L000491,1
G000596,L000491,1
L000491,M001204,1
L000491,T000165,1
L000491,R000603,1
A000372,L000491,1
L000491,N000026,1
C001051,L000491,1
B001314,L000491,1
C001126,L000491,1
B001316,L000491,1
C001114,M001224,1
C001114,F000474,1
C001114,W000828,1
C001114,R000395,1
C001114,G000596,1
C001051,C001114,1
C001114,C001126,1
M001224,R000612,1
M001219,R000612,1
R000612,W000828,1
R000395,R000612,1
C001133,R000612,1
C001051,R000612,1
O000019,W000815,2
F000474,W000815,2
H001096,W000815,2
M001219,W000815,1
H001095,W000815,1
R000395,W000815,1
C001133,W000815,1
G000596,W000815,1
C001051,W000815,1
M001224,S001220,1
O000019,S001220,1
F000474,S001220,1
S001220,W000806,1
H001096,S001220,1
M001219,S001220,1
H001095,S001220,1
S001220,W000828,1
R000395,S001220,1
C001133,S001220,1
F000469,S001220,1
G000596,S001220,2
C001051,S001220,2
C001126,S001220,1
M001224,O000019,1
F000474,M001224,1
B001282,M001224,1
M001224,Z000018,1
B001298,M001224,1
J000299,M001224,1
M001224,W000806,1
H001096,M001224,1
M001219,M001224,1
C001132,M001224,1
M001224,O000175,1
L000578,M001224,1
M001136,M001224,1
A000379,M001224,1
F000478,M001224,1
H001095,M001224,1
L000603,M001224,1
E000246,M001224,1
L000600,M001224,1
H001093,M001224,1
D000632,M001224,1
G000590,M001224,1
M001224,R000395,1
D000594,M001224,1
L000596,M001224,1
C001129,M001224,1
M001211,M001224,1
B001299,M001224,1
C001133,M001224,1
F000472,M001224,1
F000469,M001224,1
F000459,M001224,1
G000596,M001224,1
M001204,M001224,1
M001224,T000165,1
M001224,R000603,1
A000372,M001224,1
M001224,N000026,1
C001051,M001224,1
B001314,M001224,1
B001316,M001224,1
F000474,O000019,2
F000446,O000019,1
C001132,O000019,1
L000578,O000019,3
M001136,O000019,1
A000379,O000019,1
F000478,O000019,1
O000019,W000828,1
L000603,O000019,2
E000246,O000019,2
L000600,O000019,1
G000590,O000019,1
B000740,O000019,1
O000019,R000395,1
O000019,S001172,1
C001129,O000019,1
M001211,O000019,1
O000019,S001222,1
B001299,O000019,1
C001133,O000019,1
F000472,O000019,1
F000459,O000019,1
G000596,O000019,1
M001204,O000019,1
O000019,R000603,1
A000372,O000019,1
C001051,O000019,1
B001314,O000019,1
B001316,O000019,1
B001282,F000474,1
B001298,F000474,1
F000474,W000806,2
F000474,M001219,1
F000446,F000474,1
F000474,L000578,1
A000379,F000474,1
F000474,F000478,1
F000474,T000478,2
F000474,W000828,1
E000246,F000474,2
F000474,L000600,1
F000474,H001093,1
D000632,F000474,1
B000740,F000474,1
F000470,F000474,1
F000474,R000395,1
F000474,S001172,1
B001299,F000474,1
C000059,F000474,1
C001133,F000474,1
F000459,F000474,1
F000474,M001204,1
F000474,R000603,1
A000372,F000474,1
F000474,N000026,1
B001314,F000474,1
B001282,H001095,1
B001282,R000395,1
E000235,M001219,1
E000235,H001095,1
E000235,R000395,1
C001133,E000235,1
W000828,Z000018,1
R000395,Z000018,1
C001133,Z000018,1
C001051,Z000018,1
B001298,W000806,1
B001298,H001096,1
B001298,M001219,1
B001298,H001095,1
B001298,W000828,1
B001298,R000395,1
B001298,F000469,1
B001298,G000596,1
B001298,C001051,1
J000299,R000395,1
C001133,J000299,1
L000578,W000806,1
M001136,W000806,1
A000379,W000806,1
F000478,W000806,1
G000589,W000806,1
H001093,W000806,1
D000632,W000806,1
W000806,Y000067,1
B000740,W000806,1
R000395,W000806,1
C001129,W000806,1
S001222,W000806,1
C001133,W000806,1
F000472,W000806,1
M001204,W000806,1
N000026,W000806,1
B001314,W000806,1
C001126,W000806,1
B001316,W000806,1
F000446,H001096,1
H001096,L000578,1
A000379,H001096,1
F000478,H001096,1
H001096,W000828,1
E000246,H001096,2
H001096,L000600,1
H001093,H001096,1
D000632,H001096,1
B000740,H001096,1
H001096,R000395,1
B001299,H001096,1
C001133,H001096,1
H001096,M001204,1
H001096,R000603,1
A000372,H001096,1
H001096,N000026,1
B001314,H001096,1
F000446,M001219,1
C001132,M001219,1
M001219,O000175,1
L000578,M001219,3
M001136,M001219,1
A000379,M001219,1
F000478,M001219,1
L000603,M001219,1
G000589,M001219,1
L000600,M001219,1
H001093,M001219,1
D000632,M001219,1
G000590,M001219,1
M001219,Y000067,1
B000740,M001219,1
M001219,W000816,1
M001219,R000395,1
M001219,S001172,1
C001129,M001219,1
M001211,M001219,1
M001219,S001222,1
B001299,M001219,1
C001133,M001219,1
F000472,M001219,1
F000459,M001219,1
M001204,M001219,1
M001219,R000603,1
A000372,M001219,1
M001219,N000026,1
C001051,M001219,2
B001314,M001219,1
C001126,M001219,1
B001316,M001219,1
F000446,H001095,1
F000446,R000395,1
C001133,F000446,1
F000446,G000596,1
C001051,F000446,1
C001132,W000828,1
C001132,R000395,1
C001132,C001133,1
C001051,C001132,1
O000175,W000828,1
O000175,R000395,1
C001133,O000175,1
H001095,L000578,1
L000578,W000828,1
L000578,R000395,1
C001133,L000578,1
F000469,L000578,1
G000596,L000578,1
C001051,L000578,1
C001126,L000578,1
H001095,M001136,1
M001136,W000828,1
M001136,R000395,1
C001133,M001136,1
F000469,M001136,1
C001126,M001136,1
A000379,H001095,1
A000379,W000828,1
A000379,R000395,1
A000379,C001133,1
A000379,F000469,1
A000379,G000596,1
A000379,C001051,1
A000379,C001126,1
F000478,H001095,1
F000478,W000828,1
F000478,R000395,1
F000469,F000478,1
F000478,G000596,2
C001051,F000478,1
C001126,F000478,1
H001095,W000828,1
E000246,H001095,1
H001095,L000600,1
H001093,H001095,1
D000632,H001095,1
H001095,Y000067,1
B000740,H001095,1
H001095,R000395,1
H001095,S001172,1
H001095,S001222,1
B001299,H001095,1
C001133,H001095,1
F000472,H001095,1
F000459,H001095,1
H001095,M001204,1
H001095,R000603,1
A000372,H001095,1
H001095,N000026,1
C001051,H001095,2
B001314,H001095,1
B001316,H001095,1
R000395,T000478,1
C001133,T000478,1
G000596,T000478,1
C001051,T000478,1
L000603,W000828,1
G000589,W000828,1
L000600,W000828,1
H001093,W000828,1
D000632,W000828,1
G000590,W000828,1
W000816,W000828,1
R000395,W000828,1
D000594,W000828,1
L000596,W000828,1
C001129,W000828,1
M001211,W000828,1
B001299,W000828,1
C001133,W000828,1
F000472,W000828,1
F000469,W000828,1
F000459,W000828,1
M001204,W000828,1
R000603,W000828,1
A000372,W000828,1
N000026,W000828,1
C001051,W000828,1
B001314,W000828,1
B001316,W000828,1
L000603,R000395,1
C001133,L000603,1
E000246,R000395,1
C001133,E000246,1
E000246,F000469,1
C001051,E000246,1
C001126,E000246,1
R000395,W000814,1
C001133,W000814,1
G000589,R000395,1
C001133,G000589,1
C001051,G000589,1
L000600,R000395,1
C001133,L000600,1
G000596,L000600,2
C001051,L000600,1
C001126,L000600,1
H001093,R000395,1
C001133,H001093,1
F000469,H001093,1
G000596,H001093,1
C001051,H001093,1
D000632,R000395,1
C001133,D000632,1
D000632,F000469,1
D000632,G000596,1
C001051,D000632,1
G000590,R000395,1
C001133,G000590,1
R000395,Y000067,1
C001133,Y000067,1
F000469,Y000067,1
B000740,R000395,1
B000740,C001133,1
B000740,F000469,1
B000740,G000596,1
B000740,C001051,1
R000395,W000816,1
C001051,W000816,1
F000470,R000395,1
C001133,F000470,1
F000470,G000596,1
C001051,F000470,1
D000594,R000395,1
L000596,R000395,1
R000395,S001172,1
C001129,R000395,1
M001211,R000395,1
R000395,S001222,1
B001299,R000395,1
C000059,R000395,1
C001133,R000395,1
F000472,R000395,1
F000469,R000395,1
F000459,R000395,1
G000596,R000395,1
M001204,R000395,1
R000395,T000165,1
R000395,R000603,1
A000372,R000395,1
N000026,R000395,1
C001051,R000395,1
B001314,R000395,1
C001126,R000395,1
B001316,R000395,1
C001133,D000594,1
C001133,L000596,1
C001133,S001172,1
G000596,S001172,1
C001129,C001133,1
C001051,C001129,2
C001133,M001211,1
C001051,M001211,1
C001133,S001222,1
F000469,S001222,1
B001299,C001133,1
B001299,G000596,2
B001299,C001051,2
B001299,C001126,1
C000059,C001051,1
C001133,F000472,1
C001133,F000469,1
C001133,G000596,1
C001133,M001204,1
C001133,R000603,1
C001051,C001133,1
B001314,C001133,1
C001126,C001133,1
B001316,C001133,1
F000469,F000472,1
C001126,F000472,1
F000469,M001204,1
F000469,N000026,1
B001314,F000469,1
B001316,F000469,1
F000459,G000596,1
C001126,F000459,1
G000596,M001204,1
G000596,R000603,1
A000372,G000596,1
G000596,N000026,1
B001314,G000596,1
C001051,M001204,1
C001126,M001204,1
C001051,T000165,1
C001051,R000603,1
C001126,R000603,1
A000372,C001051,1
A000372,C001126,1
C001051,N000026,1
B001314,C001051,1
C001051,C001126,1
B001314,C001126,1
B001316,C001126,1
K000376,R000614,1
L000578,R000614,1
B000668,L000578,2
B000668,V000129,2
K000401,M001177,2
K000401,L000578,2
K000401,M001219,1
K000401,S001212,1
K000401,V000129,3
I000056,K000401,2
C000059,K000401,2
C001055,S001196,1
L000599,S001196,1
P000616,S001196,1
N000191,S001196,1
B001298,C001055,1
C001055,G000577,1
C001055,L000599,1
C001055,P000616,2
C001055,N000191,2
B001298,P000616,1
B001298,N000191,1
G000577,P000616,1
G000577,N000191,1
C001116,M001184,1
C001039,M001184,1
G000595,L000583,1
M001184,P000609,1
B001299,M001184,1
L000583,M001184,1
B001257,M001184,1
M001184,M001213,1
C001129,M001184,1
M001184,M001212,1
M001184,W000798,1
F000450,M001184,1
M001184,S001220,1
D000032,P000609,1
G000596,L000583,1
C001051,D000032,2
D000032,J000032,1
H001095,J000032,1
C001051,J000032,1
J000032,M001219,1
M001157,N000002,1
D000032,M001157,1
H001095,M001157,1
C001051,M001157,1
M001157,M001219,1
D000032,N000002,1
H001095,N000002,1
N000002,V000134,1
C001051,N000002,1
M001219,N000002,1
D000032,G000553,1
G000553,H001095,1
C001051,G000553,1
G000553,M001219,1
J000032,K000385,1
J000032,P000610,1
J000032,K000381,1
C001059,J000032,1
J000032,T000488,1
C001055,J000032,1
J000032,J000309,1
J000032,K000400,1
H001066,J000032,1
J000032,S001215,1
C001067,J000032,1
C001121,J000032,1
J000032,P000613,1
J000032,M001163,1
B001313,J000032,1
J000032,S001159,1
I000058,J000032,1
D000617,J000032,1
J000032,M001227,1
J000032,M001196,1
J000032,M001220,1
J000032,P000034,1
H000874,J000032,1
J000032,K000380,1
B001287,J000032,1
J000032,L000397,1
J000032,W000825,1
K000385,P000617,1
K000385,M000687,1
K000385,S001145,1
K000385,P000610,1
D000096,K000385,1
K000381,K000385,1
K000385,W000808,1
G000559,K000385,1
A000370,K000385,1
K000385,T000486,1
C001072,K000385,1
K000385,N000147,1
J000305,K000385,1
K000385,L000551,1
C001125,K000385,1
J000288,K000385,1
C001059,K000385,1
K000385,S001185,1
C001080,K000385,1
D000624,K000385,1
K000385,M000312,1
K000385,P000607,1
K000385,P000616,1
B001281,K000385,1
B000574,K000385,1
K000385,L000582,1
B001223,K000385,1
K000385,M001160,1
C001063,K000385,1
K000385,W000822,1
D000399,K000385,1
K000385,R000576,1
B001296,K000385,1
K000375,K000385,1
E000297,K000385,1
B001224,K000385,1
B001278,K000385,1
K000385,T000488,1
K000385,N000191,1
K000385,W000788,1
C001055,K000385,1
K000385,T000481,1
C001130,K000385,1
K000385,Q000023,1
K000385,T000468,1
K000385,T000487,1
B000490,K000385,1
C001091,K000385,1
J000309,K000385,1
K000385,K000400,1
H001066,K000385,1
H001081,K000385,1
C001117,K000385,1
K000385,O000173,1
K000385,S001215,1
C001067,K000385,1
G000553,K000385,1
C001121,K000385,1
D000623,K000385,1
D000631,K000385,1
K000385,S001205,1
J000298,K000385,1
C001131,K000385,1
K000385,P000613,1
K000385,M001206,1
K000385,M001163,1
B001313,K000385,1
D000197,K000385,1
K000385,L000560,1
K000385,S001159,1
K000385,L000601,1
I000058,K000385,1
E000296,K000385,1
G000586,K000385,1
K000385,S001207,1
K000385,K000389,1
F000468,K000385,1
K000385,T000472,1
B001303,K000385,1
B001318,K000385,1
K000385,M001137,1
B001285,K000385,1
G000585,K000385,1
K000385,S001168,1
F000476,K000385,1
G000599,K000385,1
K000385,S001208,1
K000385,P000618,1
K000385,S001157,1
C000537,K000385,1
F000477,K000385,1
K000385,T000193,1
K000385,P000597,1
D000617,K000385,1
K000385,M001227,1
K000385,L000593,1
C001069,K000385,1
K000385,M001196,1
K000385,K000394,1
K000385,T000483,1
K000385,L000602,1
K000385,S000510,1
K000385,S001156,1
B001300,K000385,1
B001292,K000385,1
K000385,M001220,1
K000385,P000034,1
C001068,K000385,1
G000587,K000385,1
K000385,L000273,1
C001127,K000385,1
K000385,S001200,1
D000216,K000385,1
K000385,T000482,1
C001078,K000385,1
K000385,N000179,1
K000385,V000081,1
H000874,K000385,1
K000380,K000385,1
B001287,K000385,1
K000385,M001188,1
K000385,M001143,1
K000385,L000397,1
C001061,K000385,1
K000385,W000825,1
G000551,K000385,1
K000385,S001193,1
K000385,N000002,1
K000385,W000187,1
P000610,P000617,1
K000381,P000617,1
C001059,P000617,1
P000616,P000617,1
P000617,T000488,1
C001055,P000617,1
P000617,Q000023,1
J000309,P000617,1
K000400,P000617,1
H001066,P000617,1
P000617,S001215,1
C001067,P000617,1
C001121,P000617,1
P000613,P000617,1
M001163,P000617,1
B001313,P000617,1
P000617,S001159,1
I000058,P000617,1
P000617,S001208,1
C000537,P000617,1
F000477,P000617,1
P000617,T000193,1
D000617,P000617,1
M001227,P000617,1
M001196,P000617,1
M001220,P000617,1
P000034,P000617,1
H000874,P000617,1
K000380,P000617,1
